No,name,LCD,VF,Density,PLD,Va,ASA
3811,KIJPUQ_freeONLY,4.70226,0.5722,1.13574,4.03384,0.503811,673.285
3812,KIKDAL_freeONLY,6.22689,0.4098,1.41993,3.75929,0.288607,305.249
3813,KIKDEP_freeONLY,5.33798,0.5552,1.08407,3.19197,0.512145,0
3814,KIKDIT_freeONLY,5.07008,0.5196,1.13676,3.27077,0.45709,0
3815,KIKDOZ_freeONLY,5.4547,0.5164,1.2491,4.04305,0.413419,711.862
3816,KIKDUF_freeONLY,4.49713,0.4774,1.32947,4.03352,0.359091,503.667
3817,KILJEV_freeONLY,3.8471,0.3714,1.95946,3.18487,0.189542,0
3818,KINDIW_freeONLY,4.37637,0.4372,1.59147,3.36633,0.274715,273.153
3819,KINDOC_freeONLY,6.1106,0.5572,1.20542,5.33602,0.462245,1180.9
3820,KINLAW_freeONLY,3.28119,0.3926,1.42585,2.51891,0.275344,0
3821,KINMUR_freeONLY,5.20086,0.6356,1.27394,4.2137,0.498926,2138.85
3822,KINNIG_freeONLY,5.23856,0.672,0.934994,4.20025,0.718721,3003.39
3823,KINNUS_charged,4.90604,0.3992,1.36317,3.21336,0.292847,0
3824,KINPUU_freeONLY,5.05147,0.472,1.13092,4.16271,0.41736,472.634
3825,KINQAB_freeONLY,4.74387,0.4336,1.24105,4.08701,0.349382,337.997
3826,KINRIK_freeONLY,8.58835,0.6154,1.43655,4.16902,0.428386,1259.6
3827,KINROQ_freeONLY,8.52547,0.5956,1.4434,4.16185,0.412638,1251.14
3828,KINSEH_freeONLY,12.82711,0.7536,0.634546,11.45491,1.18762,2959.39
3829,KIPJIE_freeONLY,6.57198,0.4296,1.69598,5.40974,0.253305,521.562
3830,KIPJOK_freeONLY,6.89311,0.438,1.68976,5.38389,0.259209,544.239
3831,KIPJUQ_freeONLY,5.1817,0.3926,1.98024,4.18412,0.198259,208.626
3832,KIPKAX_freeONLY,5.2541,0.3928,2.0024,4.2365,0.196164,214.659
3833,KIPKEB_freeONLY,5.16735,0.3938,1.697,4.14719,0.232056,239.447
3834,KIPZEQ_freeONLY,4.90958,0.4422,1.40391,4.0897,0.314977,612.135
3835,KIQKOK_freeONLY,3.99049,0.3818,2.26181,2.87892,0.168803,0
3836,KIRFIA_freeONLY,5.7578,0.6918,1.02515,4.65199,0.674829,3063.5
3837,KIRKAZ_freeONLY,3.20036,0.3952,1.34284,2.41012,0.294301,0
3838,KIRTOW_freeONLY,4.82698,0.3982,1.83961,2.55725,0.216459,0
3839,KIRTUC_freeONLY,4.85053,0.5362,1.33238,4.15268,0.402437,879.427
3840,KISVEO_freeONLY,12.01174,0.5976,2.43621,5.81883,0.245299,570.063
3841,KITCAT_freeONLY,5.17369,0.5802,1.40432,2.93741,0.413153,0
3842,KITVEQ_freeONLY,6.53651,0.4944,1.13006,4.25527,0.437498,794.041
3843,KIXKOS_ion_b,8.14141,0.4674,1.42721,2.84709,0.327492,0
3844,KIYBIF_freeONLY,4.0985,0.4282,1.41026,3.09477,0.303632,0
3845,KIYJAF_freeONLY,3.91231,0.3744,1.4593,2.69483,0.256561,0
3846,KIYMIP_freeONLY,4.02824,0.4406,1.40074,2.46103,0.314548,0
3847,KIYQEQ_freeONLY,5.07711,0.466,1.45367,3.8386,0.320568,659.676
3848,KIYQIU_freeONLY,4.76094,0.4574,1.48617,3.86446,0.307771,579.307
3849,KIYQOA_freeONLY,4.76031,0.5312,1.3892,3.94678,0.382377,751.292
3850,KOBFIR_freeONLY,7.61968,0.6418,0.929894,5.81939,0.690186,1973.28
3851,KOBPIB_freeONLY,4.04676,0.417,1.71663,2.72066,0.242918,0
3852,KOBPUN_freeONLY,3.88897,0.4238,1.82651,2.42598,0.232027,0
3853,KOCWEF_freeONLY,8.13442,0.5872,1.046,3.87575,0.561377,791.809
3854,KOCWIJ_freeONLY,4.05468,0.3724,1.63875,3.70971,0.227246,367.908
3855,KODPUP_freeONLY,5.81016,0.5082,1.62222,3.59263,0.313274,712.926
3856,KODSUT_freeONLY,3.62473,0.531,1.2745,2.79121,0.416636,0
3857,KOFPEB01_freeONLY,7.3154,0.461,1.77872,5.12362,0.259175,505.464
3858,KOFPEB02_freeONLY,7.34058,0.46,1.77151,5.07386,0.259666,503.707
3859,KOFPEB03_freeONLY,7.32397,0.461,1.7716,5.11399,0.260217,500.612
3860,KOFPEB04_freeONLY,7.23942,0.4576,1.7997,4.91036,0.254265,495.105
3861,KOFPEB_freeONLY,7.31754,0.4574,1.78125,5.12695,0.256786,494.651
3862,KOFVOS_freeONLY,4.90662,0.5224,1.30323,4.10159,0.40085,894.871
3863,KOGJOG_freeONLY,4.20289,0.4382,2.10026,2.70014,0.208641,0
3864,KOGSOQ_freeONLY,6.70555,0.596,1.02667,5.36137,0.580519,1438.07
3865,KOGYIP_freeONLY,5.27845,0.4714,1.3895,4.86254,0.33926,572.034
3866,KOHDIW_freeONLY,6.97684,0.6532,0.806536,4.55031,0.809883,2641.49
3867,KOHLIE_freeONLY,6.85522,0.5992,0.971676,4.84816,0.616666,1734.63
3868,KOHSOR_freeONLY,4.94476,0.4486,1.20321,3.35592,0.372837,379.079
3869,KOJZEP_manual,15.61444,0.7936,0.514247,13.71841,1.54323,4945.62
3870,KOJZIT_freeONLY,16.19567,0.7038,0.749392,14.7503,0.939161,2115.43
3871,KOKDEU_freeONLY,4.24386,0.4252,1.55501,2.61295,0.273439,0
3872,KOLTUC_freeONLY,5.79715,0.4102,2.16247,2.40592,0.18969,0
3873,KOLWEO_freeONLY,4.80101,0.4602,1.20113,2.59235,0.383141,0
3874,KOLYUH_freeONLY,6.17756,0.5214,1.05174,3.26086,0.49575,0
3875,KOMCOG_freeONLY,8.14869,0.5856,0.987789,7.69355,0.592839,1290.95
3876,KOMDAT_freeONLY,8.28379,0.5776,0.998413,7.41139,0.578518,1204.57
3877,KOMFUO_freeONLY,3.64964,0.4898,1.36006,2.52754,0.360131,0
3878,KOMGEZ_freeONLY,4.91912,0.491,1.40903,2.50867,0.348467,0
3879,KOMGID_freeONLY,4.92265,0.5196,1.32561,3.16718,0.391971,0
3880,KOMGUP_freeONLY,4.68805,0.5144,1.59631,3.52352,0.322243,500.784
3881,KOMHAW_freeONLY,4.30719,0.4924,1.67254,2.83423,0.294402,0
3882,KOMHEB_freeONLY,6.83617,0.3742,2.16853,4.31178,0.172559,271.562
3883,KOMHIE_freeONLY,5.17794,0.467,1.71252,2.50364,0.272698,0
3884,KOMHIF_freeONLY,6.95962,0.367,2.25114,4.30157,0.163028,268.926
3885,KOMHOL_freeONLY,7.12004,0.3604,2.25435,4.41268,0.159869,278.969
3886,KOMHUR_freeONLY,7.06629,0.369,2.26862,4.41005,0.162654,277.523
3887,KOMJAZ_freeONLY,7.10154,0.3694,2.33189,4.38587,0.158412,267.766
3888,KOMJED_freeONLY,5.84055,0.4454,1.97108,2.44234,0.225967,0
3889,KOMJIH_freeONLY,5.81301,0.4528,1.99486,2.41893,0.226983,0
3890,KOMJON_freeONLY,5.80364,0.4514,2.00612,2.40624,0.225011,0
3891,KONCIB_freeONLY,6.10125,0.4754,2.11606,4.4885,0.224663,572.736
3892,KONFEA_freeONLY,4.05061,0.3848,2.17948,2.55467,0.176556,0
3893,KONFIE_freeONLY,3.96407,0.358,2.25253,2.45417,0.158932,0
3894,KONSAJ_freeONLY,18.94329,0.647,1.10475,3.74567,0.585652,1071.01
3895,KONYOB_freeONLY,4.69642,0.4666,1.36629,3.80022,0.341508,465.049
3896,KOPXOE_freeONLY,4.05075,0.432,1.30924,3.0061,0.329961,0
3897,KOQGAA_freeONLY,7.45827,0.6754,0.843924,6.37797,0.800309,2621.44
3898,KOQJOR_freeONLY,3.63619,0.4096,1.73368,3.07085,0.23626,0
3899,KOQLUZ_freeONLY,4.8222,0.4118,4.03329,3.16157,0.1021,0
3900,KORMOV_freeONLY,4.2954,0.3422,1.77152,2.55888,0.193167,0
3901,KOSJAF_freeONLY,10.99192,0.6324,1.18883,9.84925,0.53195,1315.47
3902,KOSJEJ_freeONLY,11.06598,0.637,1.1867,9.80954,0.536783,1325.77
3903,KOSJIN_freeONLY,11.01144,0.6378,1.18637,9.80964,0.537607,1316.25
3904,KOSJOT_freeONLY,11.15761,0.6374,1.18127,9.87899,0.539589,1327.45
3905,KOSJUZ_freeONLY,11.10045,0.6394,1.1813,9.86004,0.541269,1330.38
3906,KOSKAG_freeONLY,11.20025,0.64,1.17831,9.92421,0.543152,1318.38
3907,KOSKEK_freeONLY,11.20845,0.6412,1.17889,9.89743,0.543901,1341.4
3908,KOSKIO01_freeONLY,11.01399,0.6322,1.18277,9.78872,0.534508,1308.96
3909,KOSKIO_freeONLY,11.01742,0.6324,1.18828,9.84741,0.5322,1289.52
3910,KOSKUA_freeONLY,11.38797,0.6356,1.17105,10.70957,0.542761,1307.64
3911,KOSLAH_freeONLY,11.4975,0.638,1.16812,10.81891,0.546177,1342.37
3912,KOSLEL_freeONLY,10.95857,0.652,1.20305,9.85075,0.541956,1336.37
3913,KOSLIP_freeONLY,11.047,0.6514,1.19777,9.74411,0.543843,1318.05
3914,KOSLOV_freeONLY,11.06557,0.6546,1.19415,9.9584,0.54817,1337.81
3915,KOSLUB_freeONLY,10.96072,0.6478,1.20031,9.79504,0.539695,1343.71
3916,KOSMAI_freeONLY,11.0184,0.6322,1.18797,9.87166,0.532166,1294.27
3917,KOTSIX_freeONLY,4.73924,0.464,1.29839,2.46872,0.357365,0
3918,KOXFUA_freeONLY,4.69443,0.5206,1.13804,3.97759,0.457451,904.147
3919,KOXGAH_freeONLY,5.583,0.5562,1.2752,3.66466,0.436166,906.265
3920,KOXGIP_freeONLY,6.17141,0.5534,1.0195,3.90334,0.542815,1397.97
3921,KOYRAT_charged,5.60484,0.5576,1.07243,4.74964,0.519939,1310.25
3922,KOZNEU_freeONLY,6.23615,0.6078,1.17797,4.7768,0.51597,1583.39
3923,KOZSID_freeONLY,5.70928,0.432,1.21403,3.86868,0.35584,283.145
3924,KOZSOJ_freeONLY,5.58117,0.4264,1.23312,3.74612,0.34579,264.964
3925,KUBQAA_charged,7.40919,0.5426,1.01071,4.50215,0.536848,1228.26
3926,KUCDES_freeONLY,14.56646,0.617,0.750237,4.11545,0.822407,1017.51
3927,KUCDIW_freeONLY,15.32957,0.6424,0.82417,4.28733,0.779451,1711.14
3928,KUCDOD_freeONLY,4.49618,0.508,1.45322,3.36708,0.349569,502.922
3929,KUDLUR_freeONLY,7.15013,0.4292,1.94765,5.00794,0.220368,435.613
3930,KUDMAY_freeONLY,7.16272,0.439,1.93261,5.01285,0.227154,445.855
3931,KUDWAJ_freeONLY,7.33926,0.6474,0.91185,6.28305,0.709985,2108.5
3932,KUDYUE_freeONLY,4.19276,0.5498,1.83138,2.45528,0.30021,0
3933,KUFVAK_freeONLY,5.03968,0.5172,1.17075,2.59918,0.441768,0
3934,KUGCOF_freeONLY,4.38737,0.4418,2.84923,3.36364,0.155059,242.214
3935,KUHZET_freeONLY,6.3774,0.395,1.63331,3.72092,0.24184,408.494
3936,KUJFUS_freeONLY,4.92573,0.5382,1.01198,2.7522,0.531828,0
3937,KUJMIN_freeONLY,6.09834,0.575,1.32959,5.26562,0.432463,1080.64
3938,KUJNEJ_freeONLY,12.51834,0.739,0.637007,7.61249,1.16011,3372.84
3939,KUJNOT_freeONLY,8.23736,0.6114,1.05875,6.10049,0.577473,1481.57
3940,KUJNUZ_freeONLY,8.0106,0.6028,1.08206,6.50203,0.557085,1403.83
3941,KUJPAH_freeONLY,10.82391,0.6534,0.90372,6.6625,0.723012,1941.24
3942,KUJTUG_freeONLY,6.64483,0.462,1.33823,3.87362,0.345232,490.215
3943,KUKHAB_freeONLY,5.58283,0.4882,1.19026,2.96304,0.410163,0
3944,KUKPOX_freeONLY,5.10165,0.5516,1.44975,4.15013,0.38048,973.163
3945,KUKQAK_freeONLY,4.64716,0.3996,1.79907,3.48929,0.222114,196.57
3946,KUKZOH_freeONLY,7.44729,0.6514,0.906509,4.94429,0.718581,2389.7
3947,KULLAG_freeONLY,8.67819,0.6078,0.871158,7.37101,0.697692,1904.57
3948,KULMEK_freeONLY,13.21045,0.7544,0.659951,7.45311,1.14311,3437.92
3949,KULMIO_freeONLY,9.03009,0.5956,1.07895,6.14755,0.552017,1086.61
3950,KUMBOL_freeONLY,4.47768,0.3906,1.68551,2.59849,0.23174,0
3951,KUMBUR_freeONLY,4.48795,0.3854,1.68967,2.5884,0.228092,0
3952,KUMGIK_freeONLY,4.46757,0.5592,1.34004,3.79797,0.417301,1256.87
3953,KUMGOQ_freeONLY,5.8077,0.5892,1.72243,3.86323,0.342074,900.621
3954,KUMJIN_freeONLY,4.49028,0.386,1.66957,2.59719,0.231197,0
3955,KUNLAH_freeONLY,7.80867,0.5254,1.45358,7.13209,0.361452,667.385
3956,KUNMUD_freeONLY,4.95062,0.5178,1.10605,4.13329,0.468151,848.212
3957,KUNRAO_freeONLY,5.17272,0.57,1.2255,3.17773,0.465115,0
3958,KUNWEW_freeONLY,5.28786,0.4468,1.47108,3.80654,0.303722,493.502
3959,KUSDOT_freeONLY,9.51801,0.7322,0.824659,8.40008,0.887882,2799.35
3960,KUSZED_freeONLY,6.91176,0.7606,1.05966,5.48765,0.717779,2561.59
3961,KUTBAE_freeONLY,4.09675,0.5102,1.88174,2.82588,0.271133,0
3962,KUTDAG_freeONLY,7.85826,0.5328,1.13823,7.27616,0.468097,1032.18
3963,KUTHOY_freeONLY,4.49501,0.4182,1.83269,3.222,0.228189,0
3964,KUTKUH_freeONLY,5.66182,0.433,1.36905,2.523,0.316277,0
3965,KUTRUO_freeONLY,6.83473,0.5106,1.18846,3.59668,0.429633,684.776
3966,KUVJIW_freeONLY,4.52055,0.446,2.76401,3.25143,0.16136,0
3967,KUVMIZ_freeONLY,15.75075,0.8214,0.361001,11.00764,2.27534,4915.74
3968,KUXLUL_freeONLY,5.74302,0.4878,1.58352,4.13807,0.308048,792.668
3969,KUXREC_freeONLY,8.4764,0.7092,0.784808,5.78075,0.903661,3045.11
3970,KUXROM_freeONLY,8.49367,0.621,1.02614,4.05917,0.605181,2030.91
3971,KUXSAZ_freeONLY,8.81598,0.6052,1.03643,3.44204,0.583926,1599.66
3972,KUXVIJ_freeONLY,4.0859,0.4172,2.02296,2.79794,0.206232,0
3973,KUYLOH_freeONLY,4.21519,0.4192,1.65394,2.71358,0.253456,0
3974,KUYPIF_freeONLY,4.59515,0.4592,1.55051,3.00281,0.296161,0
3975,KUZPEC_freeONLY,5.17179,0.4884,1.18882,3.98335,0.410829,772.405
3976,KUZZAI_freeONLY,6.29773,0.5312,1.09675,3.71971,0.48434,1249.67
3977,la304204k_si_003_freeONLY,7.26398,0.6226,0.928582,5.93484,0.670485,1835.57
3978,la4012839_si_002_auto,13.36908,0.7182,0.867921,6.74856,0.827495,2432.16
3979,LABGAY_freeONLY,4.46512,0.4312,1.46407,3.23821,0.294522,0
3980,LABJUV_freeONLY,5.11712,0.4426,2.35598,3.55603,0.187862,252.896
3981,LABKIL_freeONLY,4.11202,0.39,1.72145,2.70664,0.226553,0
3982,LABMOT_freeONLY,9.27177,0.6208,1.89573,5.60554,0.327473,849.338
3983,LABMUZ_freeONLY,6.14044,0.506,2.33057,4.12696,0.217114,482.77
3984,LABNAG_freeONLY,10.27364,0.6464,1.27911,5.56329,0.505353,1377.54
3985,LABNEK_freeONLY,5.33184,0.4126,2.86252,2.46119,0.144139,0
3986,LABNIO_freeONLY,10.05627,0.6588,1.27605,4.99033,0.51628,1412.53
3987,LABNOU_freeONLY,5.45266,0.398,2.76868,4.01713,0.143751,148.553
3988,LABNUA_freeONLY,8.4808,0.6358,1.71596,6.77897,0.370522,1004.58
3989,LABPIQ_freeONLY,6.03951,0.508,2.23351,4.34397,0.227444,452.959
3990,LABPOV_freeONLY,4.93378,0.4062,1.77303,3.83465,0.2291,196.959
3991,LABPUB_freeONLY,5.14919,0.4046,1.80134,3.85156,0.22461,199.05
3992,LABQAI_freeONLY,5.30079,0.4074,1.80514,3.9099,0.225688,206.776
3993,LABQAJ_freeONLY,8.83584,0.6386,2.01738,6.63857,0.316549,847.365
3994,LABQEN_freeONLY,8.21095,0.6118,2.19099,6.13308,0.279235,749.165
3995,LABRUE_freeONLY,7.57658,0.5524,1.02746,5.24596,0.537636,1324.14
3996,LACBID_freeONLY,8.47558,0.6758,0.859641,6.16125,0.786142,2375.35
3997,LACGIH_freeONLY,5.00718,0.4346,1.98897,3.51418,0.218505,410.396
3998,LACJAC_freeONLY,4.56325,0.444,1.62925,3.36486,0.272518,372.494
3999,LACQIS_freeONLY,6.42465,0.6162,1.03163,5.40382,0.597306,1635.02
4000,LACYEW_freeONLY,9.67639,0.6638,1.01077,7.17562,0.656729,2174.84
4001,LACYIA_freeONLY,13.94656,0.6522,0.842684,10.8971,0.773956,2220.76
4002,LACYOG_freeONLY,9.45292,0.6424,1.04703,4.71781,0.613544,1867.96
4003,LACZEX_freeONLY,8.57105,0.674,0.71785,6.85906,0.938915,3091.58
4004,LADHEF_freeONLY,6.83841,0.5988,1.20183,4.27158,0.498239,1284.67
4005,LADHIJ_freeONLY,6.31369,0.6228,1.07793,5.23329,0.577775,1656.13
4006,LADKEJ_freeONLY,5.28453,0.553,1.43501,4.80173,0.385362,1013.18
4007,LADKIN_freeONLY,4.55067,0.4552,2.4742,3.23586,0.183979,0
4008,LADQEP_freeONLY,6.25475,0.4974,1.28372,4.14489,0.387468,416.356
4009,LADQIT_freeONLY,6.36008,0.501,1.28914,3.89225,0.388632,412.899
4010,LADQOZ_freeONLY,6.29982,0.4978,1.28016,4.07488,0.388857,406.106
4011,LADQUF_freeONLY,6.1979,0.4944,1.30261,4.38036,0.379547,408.42
4012,LAFFEG02_freeONLY,5.85231,0.5954,1.01925,3.84033,0.584153,1429.65
4013,LAFFEG_freeONLY,5.85396,0.5924,1.02444,3.83342,0.578269,1416.84
4014,LAFQOA_freeONLY,12.74838,0.6698,0.732143,4.90662,0.914849,2559.11
4015,LAFQUG_freeONLY,12.86913,0.6744,0.728838,4.98724,0.925308,2381.17
4016,LAFRAN01_freeONLY,12.94102,0.6828,0.722993,4.77109,0.944407,2609.17
4017,LAFRAN_manual,12.74626,0.6866,0.72706,5.01226,0.944351,2594.23
4018,LAFRER_manual,13.05445,0.696,0.705732,5.12975,0.986211,2735.39
4019,LAFRIV_manual,12.37219,0.6808,0.722154,5.304,0.942735,2634.52
4020,LAFROB_manual,12.50276,0.6904,0.712849,5.7361,0.968508,2299.63
4021,LAGBUS_freeONLY,7.74875,0.5684,1.18661,6.13477,0.479013,1267.85
4022,LAGHIL_freeONLY,4.99697,0.5088,1.2735,4.10291,0.399529,715.766
4023,LAGVEX_freeONLY,6.7023,0.4996,1.21059,3.57813,0.412692,812.339
4024,LAGWIB_freeONLY,7.33121,0.6406,0.986502,5.00581,0.649365,2262.19
4025,LAGWUN_freeONLY,7.14736,0.5556,1.50565,6.60927,0.36901,905.097
4026,LAJDUV01_charged,2.79185,0.4118,1.59892,2.5501,0.25755,0
4027,LAJDUV02_charged,2.78649,0.4106,1.60178,2.56299,0.25634,0
4028,LAJDUV03_charged,2.79651,0.412,1.59533,2.54844,0.258255,0
4029,LAJDUV_charged,2.77965,0.4198,1.60255,2.59206,0.261957,0
4030,LAJFAG_freeONLY,5.72543,0.532,1.1981,4.57825,0.444037,1263.65
4031,LAJJAK_freeONLY,5.2622,0.5992,1.1695,3.52522,0.512354,1318.79
4032,LAJKUE_charged,16.14687,0.5794,1.05614,7.68165,0.548604,1095.37
4033,LAJLAL_charged,16.84916,0.5762,0.919377,7.16955,0.626729,1446.78
4034,LAJLEP_charged,16.83933,0.5914,0.974475,7.41658,0.606891,1397.91
4035,LAJLIT_charged,15.26982,0.5456,1.00336,4.36349,0.543771,1234.78
4036,LAJTIC_freeONLY,3.75555,0.5076,1.857,3.44484,0.273344,250.843
4037,LAKFIN_freeONLY,8.38907,0.6742,1.20127,7.72449,0.561239,1723.03
4038,LALFEL_freeONLY,5.77539,0.6718,1.21475,4.195,0.553036,2031.76
4039,LALFUB_freeONLY,4.63982,0.4748,1.80229,3.84857,0.263442,625.901
4040,LALPIZ_freeONLY,4.79448,0.3998,1.52892,3.30829,0.261492,0
4041,LALPOF_freeONLY,4.90625,0.4022,1.61631,3.37464,0.248839,308.033
4042,LAMFEK_freeONLY,4.48925,0.4966,1.58556,3.88031,0.313202,428.309
4043,LAMFIO_freeONLY,4.66583,0.5026,1.55647,3.98613,0.322909,453.819
4044,LAMFOU_freeONLY,4.69194,0.5042,1.56242,4.00507,0.322704,462.102
4045,LAMGUB_freeONLY,4.96165,0.504,1.56907,3.84451,0.32121,440.295
4046,LAMHAI_freeONLY,5.00396,0.506,1.56799,3.88434,0.322707,445.161
4047,LAPLEW01_freeONLY,5.51479,0.6184,1.06599,4.08174,0.580117,2067.17
4048,LAPLEW_freeONLY,7.32906,0.6366,1.26074,3.64674,0.50494,1573.5
4049,LAPLOG01_freeONLY,7.44943,0.6388,1.25035,3.74948,0.510899,1600
4050,LAPLOG_freeONLY,6.95574,0.601,1.41299,3.75254,0.425338,1156.3
4051,LAPLUM_freeONLY,6.92248,0.5774,1.44322,3.65357,0.400079,1042.05
4052,LAPMAT_freeONLY,7.1242,0.5876,1.40893,3.80638,0.417054,1080.48
4053,LAPMEX_freeONLY,6.75749,0.528,1.67281,3.46396,0.315637,739.085
4054,LAPMIB_freeONLY,7.00601,0.5924,1.42644,3.67488,0.415299,1095.51
4055,LAPMOH_freeONLY,6.84989,0.5658,1.58828,3.49797,0.356235,897.961
4056,LAPMUN_freeONLY,7.12401,0.5812,1.44498,3.80792,0.402221,1196.69
4057,LAPNAU_freeONLY,7.18872,0.602,1.3878,3.80895,0.433779,1163.19
4058,LAPNEY_freeONLY,7.2741,0.5792,1.37079,3.8731,0.42253,1186
4059,LAPNIC_freeONLY,8.19793,0.617,1.23419,4.3252,0.499922,1561.46
4060,LAPNOI_freeONLY,7.4836,0.6208,1.27296,3.84372,0.487683,1394.5
4061,LAPNUO_freeONLY,7.53441,0.5848,1.27166,3.97302,0.459871,1314.52
4062,LARNEA_freeONLY,4.57019,0.4874,1.70236,3.30547,0.286309,0
4063,LARNIE_freeONLY,4.62596,0.4668,1.44887,4.14329,0.322183,552.077
4064,LARPIF_freeONLY,3.68463,0.4148,1.62457,2.98928,0.25533,0
4065,LARPOL_charged,5.32037,0.4968,1.2211,4.37982,0.406845,918.554
4066,LARXUA_freeONLY,21.8367,0.8068,0.43704,11.13953,1.84605,4368.3
4067,LASMAV_neutral,8.35947,0.5968,1.04829,4.46891,0.569309,1671.32
4068,LASQON_freeONLY,4.44401,0.437,1.34916,2.56438,0.323905,0
4069,LASRAB_freeONLY,10.22208,0.7808,0.840267,8.47748,0.929228,2517.24
4070,LASREF_freeONLY,11.04017,0.7712,0.851145,8.63836,0.906073,2395.18
4071,LASWEJ_freeONLY,7.10977,0.5208,1.16446,4.37808,0.447246,1060.56
4072,LATCEO_freeONLY,5.6917,0.7078,1.14103,4.54949,0.620316,2265.2
4073,LATCIS_freeONLY,5.89901,0.7108,1.10595,4.58111,0.642705,2221.62
4074,LATPIG_freeONLY,6.7326,0.5822,1.53602,6.29437,0.379031,924.703
4075,LATYOX_freeONLY,8.43825,0.606,0.899517,7.66991,0.673695,1721.06
4076,LAVDOE_freeONLY,6.06535,0.4856,1.43673,4.45301,0.33799,568.803
4077,LAVMAY_freeONLY,4.2695,0.4954,1.8291,3.50942,0.270843,484.216
4078,LAVSUY_freeONLY,6.0761,0.5374,1.34988,5.57825,0.398109,1049.38
4079,LAVZUG_freeONLY,9.04564,0.6452,1.69192,5.14579,0.381342,987.621
4080,LAWFOF_freeONLY,15.10116,0.8124,0.589497,7.95608,1.37812,3787.72
4081,LAWFUL_freeONLY,15.1002,0.8122,0.589907,7.9585,1.37683,3778.92
4082,LAWFUN_freeONLY,6.89842,0.5192,1.2173,3.95926,0.426519,960.232
4083,LAWGAS_freeONLY,15.0923,0.812,0.589907,7.9386,1.37649,3787.24
4084,LAWGEW_freeONLY,15.06244,0.803,0.591684,7.93691,1.35714,3769.3
4085,LAWGIA_freeONLY,15.0745,0.8028,0.590588,7.93652,1.35932,3776.08
4086,LAWGOG_freeONLY,15.0805,0.8032,0.589428,7.93827,1.36268,3784.84
4087,LAWGUM_freeONLY,15.09972,0.8032,0.58881,7.93483,1.36411,3790.06
4088,LAWHOJ_freeONLY,10.27348,0.5348,1.5702,3.66364,0.340593,851.808
4089,LAWHUP_freeONLY,10.46029,0.532,1.57736,3.75562,0.337273,847.485
4090,LAXCUK_freeONLY,8.00422,0.6282,0.882932,4.96145,0.711493,2024.26
4091,LAXJAX_freeONLY,12.82983,0.678,0.7175,5.12034,0.944947,2688.78
4092,LAYGAV_freeONLY,6.45802,0.5658,1.03521,4.57521,0.546558,1421.94
4093,LAZGOK_manual,4.94973,0.5616,1.28266,3.64755,0.43784,869.385
4094,LAZHUR_freeONLY,4.17585,0.4276,1.32385,2.56022,0.322997,0
4095,LAZJAZ_SL,5.50863,0.464,1.27617,3.38524,0.363587,394.478
4096,LAZJIH_freeONLY,5.57744,0.6238,1.06968,4.95549,0.583165,1748.13
4097,LAZKUU_freeONLY,6.24874,0.5832,0.996458,4.05552,0.585273,1527.6
4098,LAZLEF_freeONLY,4.78618,0.4594,1.51146,3.28934,0.303944,0
4099,LAZXIV_freeONLY,10.90811,0.6406,1.04341,6.27773,0.61395,1465.55
4100,LAZXOB_freeONLY,9.08174,0.5934,1.10817,6.13949,0.535476,1321.06
4101,LECFUW_charged,5.88356,0.4798,1.50111,3.55877,0.31963,188.485
4102,LECGAD_freeONLY,4.13407,0.5284,1.17335,3.39901,0.450334,553.478
4103,LECGEH_freeONLY,4.6023,0.4996,1.19501,3.18721,0.418072,0
4104,LECGIL_freeONLY,10.08545,0.727,0.936646,7.23049,0.776173,2227.54
4105,LEDJOU_freeONLY,3.62321,0.403,1.98029,2.76367,0.203505,0
4106,LEDJUA_freeONLY,3.65716,0.4356,1.86009,3.07395,0.234182,0
4107,LEDLAJ_freeONLY,6.91296,0.496,1.15045,3.51033,0.431137,769.461
4108,LEDLEN_freeONLY,6.94554,0.597,1.01856,5.45333,0.58612,1585.62
4109,LEDNEP_charged,4.53355,0.4438,2.19304,3.90286,0.202367,131.828
4110,LEDNIT_charged,4.72844,0.4404,2.17734,4.15581,0.202265,145.442
4111,LEDPIU_freeONLY,4.54615,0.4608,1.31264,3.26956,0.351047,0
4112,LEDWUN_freeONLY,4.69438,0.512,1.25104,2.59736,0.40926,0
4113,LEGGEK_freeONLY,4.38053,0.4872,1.51154,3.59011,0.32232,312.216
4114,LEGGIO_freeONLY,5.18429,0.584,1.19371,3.8135,0.48923,1397.05
4115,LEHXUT_freeONLY,24.94881,0.8208,0.424739,9.11981,1.93248,4741.53
4116,LEJBUX_freeONLY,6.05025,0.6934,1.15223,4.45818,0.601787,1827.12
4117,LEJCEK_freeONLY,17.20124,0.8616,0.334035,11.68232,2.57937,5737
4118,LEJKIW_freeONLY,6.1081,0.5304,1.90266,4.29761,0.278768,897.489
4119,LEJRIC_freeONLY,9.93714,0.5806,1.3132,8.41114,0.442128,1170.11
4120,LEJZOQ_freeONLY,5.63298,0.4354,1.25944,4.56093,0.34571,635.19
4121,LELROL_freeONLY,6.16038,0.559,0.96289,5.46118,0.580544,1687.35
4122,LELRUR_freeONLY,7.43322,0.5674,1.10455,5.13957,0.513691,1291.9
4123,LEMHAM_freeONLY,3.9751,0.4398,2.10772,3.37818,0.208662,202.213
4124,LEMMAS_freeONLY,4.79858,0.4642,1.35832,3.16151,0.341746,0
4125,LEMNOH_freeONLY,4.05561,0.4786,1.19418,3.09524,0.400777,0
